# The data come from Markus Meister's group from Dawna Bagherian and Kyu Lee, two grad students. They put electrodes in the retinal cells of a mouse and measured voltage. From the time trace of voltage, they can detect and characterize spiking events.
t (ms),V (uV)
768.36,-0.21
768.4,15.94
768.44,10.94
768.48,3.54
768.52,7.08
768.56,5.83
768.6,-3.96
768.64,5.42
768.68,11.88
768.72,-10.94
768.76,-11.04
768.8,-5.0
768.84,-12.4
768.88,-15.21
768.92,3.85
768.96,-11.98
769.0,-11.46
769.04,-3.02
769.08,-3.54
769.12,-5.42
769.16,19.38
769.2,10.42
769.24,-0.52
769.28,15.63
769.32,8.96
769.36,-0.52
769.4,10.83
769.44,3.65
769.48,-4.69
769.52,1.46
769.56,10.52
769.6,-4.17
769.64,0.73
769.68,18.85
769.72,6.98
769.76,3.44
769.8,7.4
769.84,0.0
769.88,0.52
769.92,18.96
769.96,2.5
770.0,-4.27
770.04,0.83
770.08,-9.69
770.12,-13.65
770.16,9.17
770.2,3.13
770.24,-0.31
770.28,9.48
770.32,-2.5
770.36,-8.02
770.4,11.15
770.44,12.5
770.48,-0.42
770.52,7.29
770.56,9.79
770.6,-9.69
770.64,-2.92
770.68,-9.58
770.72,-16.67
770.76,-17.19
770.8,11.98
770.84,-0.63
770.88,-5.83
770.92,5.0
770.96,-5.42
771.0,-7.6
771.04,18.02
771.08,4.69
771.12,-8.65
771.16,4.48
771.2,3.85
771.24,2.71
771.28,17.19
771.32,7.81
771.36,-2.5
771.4,8.23
771.44,8.33
771.48,-0.21
771.52,5.42
771.56,13.54
771.6,5.1
771.64,5.73
771.68,5.83
771.72,-6.46
771.76,-10.31
771.8,15.83
771.84,2.29
771.88,-2.81
771.92,8.13
771.96,3.44
772.0,-1.15
772.04,26.56
772.08,8.96
772.12,4.27
772.16,13.44
772.2,7.4
772.24,2.5
772.28,17.29
772.32,11.67
772.36,-1.35
772.4,16.25
772.44,8.23
772.48,1.56
772.52,7.6
772.56,12.29
772.6,-6.98
772.64,-3.75
772.68,10.73
772.72,-4.48
772.76,-6.35
772.8,5.52
772.84,-2.4
772.88,-6.56
772.92,12.92
772.96,-6.56
773.0,-6.35
773.04,7.6
773.08,-1.77
773.12,-11.25
773.16,6.56
773.2,-5.63
773.24,-10.42
773.28,7.08
773.32,-2.6
773.36,-8.44
773.4,4.48
773.44,-5.94
773.48,-13.96
773.52,-2.92
773.56,11.56
773.6,-2.08
773.64,-2.92
773.68,14.58
773.72,0.52
773.76,-1.98
773.8,-2.6
773.84,-8.85
773.88,-11.25
773.92,11.98
773.96,-2.71
774.0,-8.02
774.04,4.27
774.08,-6.15
774.12,-11.46
774.16,14.17
774.2,1.98
774.24,-6.04
774.28,5.42
774.32,-5.73
774.36,-11.35
774.4,2.6
774.44,6.25
774.48,-4.79
774.52,5.0
774.56,8.75
774.6,-8.54
774.64,-5.31
774.68,-4.17
774.72,-9.38
774.76,-6.77
774.8,15.63
774.84,6.98
774.88,-2.81
774.92,7.4
774.96,-1.04
775.0,-5.63
775.04,18.13
775.08,1.35
775.12,-10.83
775.16,1.98
775.2,-6.56
775.24,-11.35
775.28,8.23
775.32,4.38
775.36,-3.33
775.4,7.6
775.44,7.5
775.48,-6.56
775.52,-2.92
775.56,8.75
775.6,-2.08
775.64,-0.94
775.68,2.29
775.72,-0.94
775.76,-1.35
775.8,13.96
775.84,-3.85
775.88,-8.96
775.92,-1.35
775.96,-10.94
776.0,-17.29
776.04,5.83
776.08,-2.29
776.12,-11.46
776.16,-0.63
776.2,-5.52
776.24,-12.6
776.28,7.4
776.32,6.77
776.36,-2.08
776.4,11.25
776.44,12.6
776.48,3.85
776.52,9.58
776.56,7.6
776.6,1.25
776.64,0.52
776.68,13.02
776.72,-3.75
776.76,-4.27
776.8,2.6
776.84,-4.9
776.88,-6.98
776.92,13.33
776.96,-1.04
777.0,-1.35
777.04,7.08
777.08,-1.67
777.12,-5.52
777.16,14.27
777.2,6.46
777.24,-0.52
777.28,6.88
777.32,-6.67
777.36,-7.4
777.4,8.33
777.44,8.33
777.48,-7.29
777.52,-3.65
777.56,1.98
777.6,-14.27
777.64,-10.42
777.68,9.06
777.72,-3.75
777.76,-1.04
777.8,-2.5
777.84,-15.52
777.88,-20.63
777.92,10.63
777.96,-8.13
778.0,-17.71
778.04,-3.23
778.08,-14.17
778.12,-21.15
778.16,1.35
778.2,0.1
778.24,-5.1
778.28,5.83
778.32,-2.5
778.36,-4.69
778.4,5.0
778.44,3.23
778.48,-5.73
778.52,-5.31
778.56,0.31
778.6,-11.04
778.64,-5.83
778.68,-1.77
778.72,-11.15
778.76,-11.25
778.8,7.71
778.84,-5.83
778.88,-10.0
778.92,3.02
778.96,-4.9
779.0,-12.08
779.04,7.08
779.08,-7.6
779.12,-12.4
779.16,1.98
779.2,-5.21
779.24,-8.75
779.28,4.9
779.32,-4.06
779.36,-12.71
779.4,-5.0
779.44,-2.71
779.48,-13.75
779.52,-5.83
779.56,0.94
779.6,-8.96
779.64,-3.33
779.68,-2.5
779.72,-9.9
779.76,-10.73
779.8,15.73
779.84,4.27
779.88,-4.38
779.92,0.52
779.96,-9.79
780.0,-15.31
780.04,11.25
780.08,-0.31
780.12,0.0
780.16,13.13
780.2,-0.52
780.24,-4.58
780.28,13.54
780.32,13.02
780.36,0.0
780.4,10.63
780.44,16.15
780.48,-1.04
780.52,1.56
780.56,-6.04
780.6,-9.79
780.64,-3.44
780.68,6.15
780.72,-13.75
780.76,-16.88
780.8,-5.52
780.84,-6.88
780.88,-6.56
780.92,23.02
780.96,8.02
781.0,-1.67
781.04,7.08
781.08,-0.83
781.12,-2.81
781.16,17.19
781.2,6.98
781.24,-3.02
781.28,13.75
781.32,8.23
781.36,3.02
781.4,12.19
781.44,10.94
781.48,-0.52
781.52,6.04
781.56,15.63
781.6,-1.15
781.64,0.63
781.68,13.44
781.72,-4.48
781.76,-4.06
781.8,3.02
781.84,-8.44
781.88,-14.69
781.92,9.17
781.96,-4.17
782.0,-5.31
782.04,3.23
782.08,-5.1
782.12,-6.77
782.16,9.9
782.2,1.67
782.24,-6.35
782.28,5.21
782.32,-5.73
782.36,-8.33
782.4,7.81
782.44,6.35
782.48,-7.29
782.52,0.63
782.56,-1.77
782.6,-17.5
782.64,-7.08
782.68,-0.63
782.72,-3.96
782.76,-1.35
782.8,18.23
782.84,-2.92
782.88,-12.19
782.92,0.0
782.96,-5.1
783.0,-11.98
783.04,8.13
783.08,-5.63
783.12,-8.65
783.16,2.81
783.2,2.29
783.24,-2.5
783.28,13.23
783.32,8.02
783.36,-6.67
783.4,2.4
783.44,4.58
783.48,-9.69
783.52,-3.65
783.56,6.56
783.6,-3.96
783.64,0.94
783.68,5.0
783.72,-6.98
783.76,-3.44
783.8,16.56
783.84,4.9
783.88,-2.5
783.92,2.19
783.96,-4.79
784.0,-1.15
784.04,18.96
784.08,1.46
784.12,-7.6
784.16,10.52
784.2,3.65
784.24,2.6
784.28,19.38
784.32,18.75
784.36,3.13
784.4,8.44
784.44,10.21
784.48,2.92
784.52,6.77
784.56,-0.94
784.6,-4.06
784.64,5.0
784.68,21.25
784.72,0.21
784.76,-3.54
784.8,5.21
784.84,3.54
784.88,0.94
784.92,22.5
784.96,-1.04
785.0,-11.88
785.04,-3.65
785.08,-8.65
785.12,-4.27
785.16,17.4
785.2,5.63
785.24,-6.46
785.28,10.0
785.32,2.4
785.36,-11.04
785.4,-1.15
785.44,2.81
785.48,-10.52
785.52,-4.06
785.56,0.0
785.6,-12.19
785.64,-6.35
785.68,9.38
785.72,-0.63
785.76,-1.56
785.8,6.56
785.84,-1.25
785.88,0.94
785.92,22.4
785.96,0.42
786.0,-13.02
786.04,-7.81
786.08,-13.02
786.12,-12.6
786.16,10.1
786.2,-3.85
786.24,-14.17
786.28,-2.81
786.32,-7.71
786.36,-10.1
786.4,4.69
786.44,7.6
786.48,-1.88
786.52,5.42
786.56,12.19
786.6,0.42
786.64,4.06
786.68,7.08
786.72,0.83
786.76,-1.15
786.8,11.77
786.84,-6.35
786.88,-18.44
786.92,-8.75
786.96,-10.73
787.0,-14.06
787.04,15.21
787.08,6.88
787.12,4.69
787.16,15.52
787.2,6.56
787.24,-3.13
787.28,12.6
787.32,2.6
787.36,-10.31
787.4,3.44
787.44,10.21
787.48,-5.21
787.52,5.94
787.56,2.5
787.6,-6.67
787.64,-2.4
787.68,9.79
787.72,-3.02
787.76,-2.6
787.8,16.35
787.84,6.56
787.88,3.65
787.92,5.94
787.96,-2.19
788.0,-7.4
788.04,16.04
788.08,4.48
788.12,-7.08
788.16,4.79
788.2,-3.96
788.24,-10.63
788.28,6.98
788.32,5.31
788.36,-5.94
788.4,2.81
788.44,2.6
788.48,-16.04
788.52,-6.98
788.56,-8.23
788.6,-16.25
788.64,-17.29
788.68,-2.5
788.72,-15.31
788.76,-12.19
788.8,-2.81
788.84,-10.1
788.88,-8.75
788.92,18.85
788.96,4.58
789.0,2.19
789.04,9.27
789.08,-3.23
789.12,-6.46
789.16,12.6
789.2,9.9
789.24,3.65
789.28,8.02
789.32,-3.33
789.36,-7.6
789.4,6.25
789.44,4.06
789.48,-9.27
789.52,-0.52
789.56,5.0
789.6,-6.15
789.64,-3.33
789.68,11.56
789.72,-5.1
789.76,-15.83
789.8,-7.08
789.84,-7.81
789.88,-6.25
789.92,19.06
789.96,6.25
790.0,2.08
790.04,9.48
790.08,-4.06
790.12,-8.13
790.16,9.17
790.2,-2.29
790.24,-14.79
790.28,-3.02
790.32,-11.15
790.36,-7.92
790.4,8.75
790.44,11.35
790.48,-0.73
790.52,8.54
790.56,15.63
790.6,0.42
790.64,-1.15
790.68,-2.81
790.72,-9.9
790.76,-3.44
790.8,23.02
790.84,6.46
790.88,0.21
790.92,11.15
790.96,3.96
791.0,-1.67
791.04,23.96
791.08,3.02
791.12,-10.73
791.16,-0.52
791.2,-9.69
791.24,-8.02
791.28,9.69
791.32,6.46
791.36,-6.15
791.4,7.71
791.44,10.42
791.48,-7.08
791.52,-2.29
791.56,-3.85
791.6,-4.69
791.64,4.17
791.68,16.98
791.72,-1.98
791.76,-2.6
791.8,17.19
791.84,1.67
791.88,-6.88
791.92,-2.08
791.96,-9.06
792.0,-7.6
792.04,16.88
792.08,2.08
792.12,-9.48
792.16,3.85
792.2,-3.33
792.24,-9.38
792.28,6.35
792.32,1.25
792.36,-12.6
792.4,-3.02
792.44,0.42
792.48,-7.81
792.52,-1.98
792.56,-6.67
792.6,-13.75
792.64,-10.21
792.68,7.6
792.72,-9.48
792.76,-17.08
792.8,-7.5
792.84,-15.1
792.88,-16.25
792.92,10.73
792.96,-0.31
793.0,-13.33
793.04,-6.25
793.08,-13.96
793.12,-11.88
793.16,13.54
793.2,2.81
793.24,-6.15
793.28,1.25
793.32,-11.77
793.36,-13.75
793.4,0.1
793.44,0.63
793.48,-11.67
793.52,-6.56
793.56,13.96
793.6,-3.54
793.64,-2.4
793.68,2.08
793.72,-3.33
793.76,-3.33
793.8,20.52
793.84,1.88
793.88,-9.69
793.92,7.29
793.96,-3.54
794.0,-8.23
794.04,4.06
794.08,-9.17
794.12,-19.79
794.16,-0.42
794.2,-8.75
794.24,-18.96
794.28,-0.83
794.32,-4.17
794.36,-2.08
794.4,7.81
794.44,13.02
794.48,-1.77
794.52,1.35
794.56,7.19
794.6,-10.21
794.64,-7.6
794.68,-7.08
794.72,-7.08
794.76,-8.23
794.8,13.65
794.84,-5.52
794.88,-10.73
794.92,0.0
794.96,-7.5
795.0,-7.08
795.04,14.79
795.08,-0.1
795.12,-10.1
795.16,6.67
795.2,-2.08
795.24,1.04
795.28,13.23
795.32,12.81
795.36,6.88
795.4,17.29
795.44,17.29
795.48,4.06
795.52,3.85
795.56,-1.35
795.6,-8.75
795.64,-8.33
795.68,6.35
795.72,-3.33
795.76,-0.1
795.8,12.71
795.84,4.17
795.88,-3.02
795.92,19.38
795.96,8.44
796.0,3.23
796.04,21.04
796.08,4.9
796.12,-0.83
796.16,6.56
796.2,-3.02
796.24,-2.08
796.28,12.5
796.32,4.69
796.36,-11.98
796.4,-3.44
796.44,-1.35
796.48,-8.54
796.52,-1.88
796.56,-1.98
796.6,-8.65
796.64,-4.06
796.68,9.27
796.72,-1.35
796.76,-5.31
796.8,4.48
796.84,0.94
796.88,-2.5
796.92,20.0
796.96,7.71
797.0,-2.4
797.04,6.15
797.08,-5.63
797.12,-11.88
797.16,7.4
797.2,0.42
797.24,-3.44
797.28,9.38
797.32,-2.19
797.36,-9.38
797.4,-2.08
797.44,0.1
797.48,-9.17
797.52,-2.92
797.56,9.58
797.6,-13.75
797.64,-14.9
797.68,-7.81
797.72,-15.52
797.76,-13.33
797.8,7.81
797.84,-8.13
797.88,-16.04
797.92,8.02
797.96,-10.1
798.0,-15.52
798.04,-5.94
798.08,-11.04
798.12,-9.58
798.16,10.42
798.2,1.35
798.24,-4.17
798.28,7.92
798.32,-3.13
798.36,-9.27
798.4,4.38
798.44,2.5
798.48,-6.46
798.52,1.77
798.56,3.85
798.6,-10.52
798.64,-7.19
798.68,-5.73
798.72,-11.77
798.76,-12.5
798.8,9.17
798.84,-6.15
798.88,-10.21
798.92,6.46
798.96,2.71
799.0,-1.25
799.04,20.83
799.08,6.88
799.12,-2.71
799.16,16.35
799.2,8.85
799.24,3.23
799.28,14.58
799.32,11.04
799.36,-3.44
799.4,6.67
799.44,12.4
799.48,-0.21
799.52,1.98
799.56,0.83
799.6,-5.42
799.64,-1.46
799.68,22.92
799.72,9.9
799.76,5.31
799.8,10.83
799.84,3.96
799.88,2.19
799.92,26.04
799.96,10.0
800.0,2.19
800.04,23.02
800.08,9.06
800.12,3.13
800.16,10.0
800.2,-0.63
800.24,-4.38
800.28,12.29
800.32,8.13
800.36,-1.15
800.4,10.21
800.44,17.4
800.48,10.1
800.52,14.17
800.56,5.0
800.6,-2.92
800.64,-3.13
800.68,13.75
800.72,-2.5
800.76,-5.0
800.8,-2.08
800.84,-5.0
800.88,-1.56
800.92,28.44
800.96,6.25
801.0,-2.4
801.04,8.85
801.08,-4.06
801.12,-4.27
801.16,15.94
801.2,9.9
801.24,1.88
801.28,7.29
801.32,-1.77
801.36,-10.63
801.4,5.63
801.44,7.5
801.48,-5.52
801.52,3.44
801.56,12.29
801.6,-2.6
801.64,-2.29
801.68,-2.71
801.72,0.21
801.76,-2.4
801.8,19.27
801.84,8.33
801.88,4.79
801.92,12.92
801.96,1.15
802.0,-3.23
802.04,20.21
802.08,11.25
802.12,-3.65
802.16,12.4
802.2,7.29
802.24,-1.77
802.28,10.31
802.32,-0.83
802.36,-1.88
802.4,8.96
802.44,11.88
802.48,-1.04
802.52,5.42
802.56,8.13
802.6,-6.46
802.64,-4.38
802.68,-0.63
802.72,-7.29
802.76,-12.29
802.8,12.71
802.84,-4.69
802.88,-11.15
802.92,-3.02
802.96,-6.25
803.0,-13.23
803.04,12.29
803.08,1.46
803.12,-9.69
803.16,-1.67
803.2,-7.29
803.24,-10.0
803.28,7.4
803.32,4.27
803.36,-3.13
803.4,11.88
803.44,10.73
803.48,-4.58
803.52,1.46
803.56,-0.83
803.6,-6.56
803.64,-1.98
803.68,12.29
803.72,-7.4
803.76,-11.77
803.8,1.56
803.84,-3.54
803.88,-3.54
803.92,19.79
803.96,-3.23
804.0,-11.77
804.04,13.13
804.08,4.17
804.12,-1.67
804.16,10.0
804.2,-1.67
804.24,-6.56
804.28,8.96
804.32,4.58
804.36,-13.85
804.4,-8.23
804.44,8.96
804.48,-5.31
804.52,-3.33
804.56,-9.69
804.6,-16.56
804.64,-8.33
804.68,13.13
804.72,-0.63
804.76,-6.88
804.8,-1.25
804.84,-7.5
804.88,-9.58
804.92,14.38
804.96,0.94
805.0,-10.21
805.04,-6.46
805.08,-11.67
805.12,-13.65
805.16,7.5
805.2,3.44
805.24,-8.85
805.28,3.02
805.32,-4.79
805.36,-10.52
805.4,-4.79
805.44,8.75
805.48,-4.17
805.52,2.29
805.56,9.17
805.6,-1.04
805.64,5.63
805.68,2.71
805.72,-1.77
805.76,-5.31
805.8,13.44
805.84,-1.35
805.88,-7.6
805.92,0.42
805.96,-7.6
806.0,-7.5
806.04,17.92
806.08,4.58
806.12,-2.29
806.16,13.23
806.2,1.77
806.24,-2.81
806.28,10.83
806.32,7.92
806.36,-3.75
806.4,5.1
806.44,11.25
806.48,1.98
806.52,7.08
806.56,16.88
806.6,-3.33
806.64,-5.21
806.68,0.31
806.72,-3.65
806.76,-7.81
806.8,11.88
806.84,-6.46
806.88,-13.85
806.92,-4.06
806.96,-8.33
807.0,-9.38
807.04,19.38
807.08,4.79
807.12,-2.4
807.16,5.83
807.2,-3.75
807.24,-8.44
807.28,4.9
807.32,0.1
807.36,-8.13
807.4,9.9
807.44,10.63
807.48,-2.29
807.52,-0.42
807.56,-5.1
807.6,-7.81
807.64,0.83
807.68,17.29
807.72,5.94
807.76,0.52
807.8,7.81
807.84,-3.96
807.88,-9.38
807.92,20.73
807.96,0.1
808.0,-12.29
808.04,0.73
808.08,-8.75
808.12,-13.96
808.16,3.85
808.2,-3.65
808.24,-19.06
808.28,-4.06
808.32,-4.17
808.36,-11.88
808.4,2.08
808.44,11.98
808.48,-0.1
808.52,-2.81
808.56,-8.23
808.6,-13.96
808.64,-16.67
808.68,0.0
808.72,-12.19
808.76,-10.0
808.8,-3.65
808.84,-7.08
808.88,-11.46
808.92,13.65
808.96,-2.5
809.0,-12.5
809.04,-0.94
809.08,-4.27
809.12,-7.5
809.16,12.29
809.2,8.02
809.24,-3.75
809.28,8.85
809.32,-0.42
809.36,-10.1
809.4,1.15
809.44,3.75
809.48,-9.27
809.52,-1.35
809.56,10.94
809.6,-10.1
809.64,-6.77
809.68,-1.88
809.72,-10.94
809.76,-12.6
809.8,5.83
809.84,-9.06
809.88,-6.88
809.92,4.58
809.96,-1.46
810.0,-8.54
810.04,6.56
810.08,-10.31
810.12,-15.94
810.16,4.48
810.2,4.79
810.24,0.1
810.28,5.0
810.32,-8.13
810.36,-9.38
810.4,1.56
810.44,4.06
810.48,-9.38
810.52,-8.02
810.56,2.4
810.6,-3.75
810.64,-3.44
810.68,-6.04
810.72,-14.79
810.76,-10.83
810.8,11.67
810.84,-2.92
810.88,-15.94
810.92,-8.02
810.96,-13.02
811.0,-12.29
811.04,10.52
811.08,-1.46
811.12,-14.48
811.16,0.21
811.2,-9.17
811.24,-8.65
811.28,8.54
811.32,7.6
811.36,-2.92
811.4,6.77
811.44,13.13
811.48,-3.33
811.52,-0.83
811.56,-1.88
811.6,0.73
811.64,5.73
811.68,16.56
811.72,-6.35
811.76,-11.15
811.8,-2.71
811.84,-6.88
811.88,-8.54
811.92,16.67
811.96,-6.25
812.0,-9.58
812.04,8.23
812.08,-0.63
812.12,-9.58
812.16,5.21
812.2,-0.73
812.24,-12.5
812.28,8.33
812.32,9.79
812.36,-4.9
812.4,5.0
812.44,7.08
812.48,-4.38
812.52,-0.83
812.56,-1.77
812.6,-7.92
812.64,-7.08
812.68,10.94
812.72,-5.0
812.76,-5.73
812.8,4.69
812.84,-2.92
812.88,-5.42
812.92,18.65
812.96,11.25
813.0,-1.56
813.04,5.21
813.08,-6.25
813.12,-9.69
813.16,7.4
813.2,1.46
813.24,-9.69
813.28,5.63
813.32,-3.85
813.36,-14.58
813.4,-1.98
813.44,5.21
813.48,-11.46
813.52,-6.98
813.56,0.83
813.6,-10.21
813.64,-12.19
813.68,-4.48
813.72,-11.25
813.76,-12.81
813.8,15.31
813.84,-5.73
813.88,-14.48
813.92,-1.88
813.96,-5.0
814.0,-3.13
814.04,19.27
814.08,1.46
814.12,-8.02
814.16,6.15
814.2,-5.52
814.24,-4.58
814.28,6.88
814.32,7.5
814.36,-8.44
814.4,-1.46
814.44,2.08
814.48,-10.0
814.52,-1.88
814.56,6.35
814.6,-3.85
814.64,-0.31
814.68,8.33
814.72,-0.63
814.76,-8.54
814.8,14.48
814.84,-0.21
814.88,-8.23
814.92,4.69
814.96,-8.02
815.0,-13.13
815.04,5.63
815.08,-4.27
815.12,-10.42
815.16,3.75
815.2,-3.33
815.24,-8.13
815.28,2.81
815.32,0.42
815.36,-6.25
815.4,1.46
815.44,6.98
815.48,-6.88
815.52,-1.56
815.56,-5.0
815.6,-12.81
815.64,-11.25
815.68,9.9
815.72,-3.96
815.76,-4.9
815.8,5.52
815.84,-8.44
815.88,-10.1
815.92,21.88
815.96,10.83
816.0,6.46
816.04,16.56
816.08,3.65
816.12,-3.44
816.16,19.79
816.2,11.35
816.24,-3.33
816.28,9.38
816.32,6.46
816.36,4.06
816.4,17.6
816.44,37.4
816.48,14.06
816.52,2.71
816.56,-2.08
816.6,-3.75
816.64,1.15
816.68,22.6
816.72,11.67
816.76,5.42
816.8,7.71
816.84,-3.75
816.88,-6.15
816.92,22.08
816.96,-0.83
817.0,-12.6
817.04,-1.04
817.08,-3.54
817.12,-6.15
817.16,12.81
817.2,7.6
817.24,-6.67
817.28,-0.21
817.32,-9.27
817.36,-9.69
817.4,2.19
817.44,6.35
817.48,-3.75
817.52,-2.08
817.56,7.71
817.6,-6.15
817.64,-5.21
817.68,6.25
817.72,0.63
817.76,-7.92
817.8,6.98
817.84,-8.65
817.88,-23.75
817.92,-15.1
817.96,-16.77
818.0,-15.94
818.04,6.15
818.08,-3.13
818.12,-8.02
818.16,8.13
818.2,-0.52
818.24,-15.83
818.28,-2.92
818.32,-4.38
818.36,-13.23
818.4,-6.04
818.44,2.08
818.48,-8.33
818.52,-7.81
818.56,2.4
818.6,-12.19
818.64,-12.08
818.68,-7.5
818.72,-15.31
818.76,-10.52
818.8,15.83
818.84,-1.04
818.88,-10.63
818.92,0.63
818.96,-5.52
819.0,-3.13
819.04,13.96
819.08,-7.92
819.12,-16.98
819.16,-2.19
819.2,-8.96
819.24,-8.54
819.28,3.65
819.32,3.02
819.36,-7.6
819.4,4.58
819.44,10.83
819.48,-4.79
819.52,-4.06
819.56,-4.9
819.6,-11.88
819.64,-8.33
819.68,13.85
819.72,-2.6
819.76,-7.6
819.8,-3.96
819.84,-10.52
819.88,-9.48
819.92,15.1
819.96,-2.29
820.0,-12.71
820.04,-2.6
820.08,-10.73
820.12,-10.73
820.16,10.83
820.2,4.58
820.24,-3.65
820.28,6.25
820.32,3.75
820.36,1.46
820.4,8.75
820.44,24.58
820.48,0.52
820.52,-3.33
820.56,-8.02
820.6,-11.98
820.64,-5.0
820.68,14.38
820.72,1.15
820.76,-7.29
820.8,1.98
820.84,-5.52
820.88,-11.98
820.92,12.19
820.96,-1.46
821.0,-13.44
821.04,-2.6
821.08,-11.98
821.12,-13.13
821.16,4.9
821.2,-3.85
821.24,-13.33
821.28,1.98
821.32,-1.67
821.36,0.1
821.4,6.46
821.44,8.02
821.48,-4.27
821.52,5.73
821.56,22.71
821.6,7.81
821.64,5.94
821.68,7.29
821.72,-4.06
821.76,-6.25
821.8,17.19
821.84,0.31
821.88,-4.17
821.92,8.13
821.96,-7.81
822.0,-11.35
822.04,16.35
822.08,7.08
822.12,-5.31
822.16,4.48
822.2,-2.92
822.24,-3.33
822.28,10.83
822.32,15.63
822.36,2.5
822.4,10.73
822.44,15.83
822.48,1.77
822.52,11.77
822.56,25.52
822.6,2.5
822.64,2.19
822.68,5.42
822.72,-1.35
822.76,0.94
822.8,16.98
822.84,-4.9
822.88,-8.44
822.92,0.63
822.96,-2.6
823.0,-3.02
823.04,14.38
823.08,4.48
823.12,0.83
823.16,13.33
823.2,0.21
823.24,-10.63
823.28,6.15
823.32,7.71
823.36,-6.56
823.4,4.48
823.44,8.65
823.48,-3.54
823.52,-3.23
823.56,2.5
823.6,-0.42
823.64,1.25
823.68,24.06
823.72,3.33
823.76,-6.25
823.8,5.0
823.84,-1.46
823.88,-6.56
823.92,24.06
823.96,13.75
824.0,7.71
824.04,13.44
824.08,-1.25
824.12,-2.08
824.16,11.56
824.2,7.5
824.24,4.06
824.28,13.96
824.32,-0.21
824.36,-6.25
824.4,10.21
824.44,18.85
824.48,6.35
824.52,3.54
824.56,6.88
824.6,-9.38
824.64,-11.77
824.68,6.67
824.72,-4.17
824.76,-7.6
824.8,-4.79
824.84,-6.77
824.88,-3.33
824.92,17.71
824.96,1.15
825.0,-4.17
825.04,12.19
825.08,6.25
825.12,0.52
825.16,11.35
825.2,1.56
825.24,-9.48
825.28,-0.21
825.32,-9.38
825.36,-13.54
825.4,1.15
825.44,8.75
825.48,-4.9
825.52,0.21
825.56,8.23
825.6,-9.9
825.64,-7.81
825.68,-3.02
825.72,-7.19
825.76,-10.0
825.8,11.77
825.84,-3.44
825.88,-9.06
825.92,9.17
825.96,-1.15
826.0,-11.25
826.04,8.65
826.08,3.13
826.12,-6.46
826.16,7.19
826.2,-1.77
826.24,-6.25
826.28,9.9
826.32,7.5
826.36,-5.63
826.4,7.08
826.44,16.56
826.48,1.35
826.52,2.29
826.56,20.21
826.6,5.94
826.64,5.21
826.68,13.54
826.72,3.23
826.76,-6.25
826.8,19.27
826.84,4.48
826.88,-3.13
826.92,2.4
826.96,-9.48
827.0,-10.0
827.04,14.06
827.08,10.52
827.12,4.9
827.16,12.6
827.2,6.25
827.24,4.58
827.28,19.79
827.32,17.81
827.36,-2.92
827.4,6.15
827.44,14.79
827.48,-6.98
827.52,-5.83
827.56,-4.38
827.6,-2.92
827.64,-0.42
827.68,18.54
827.72,0.73
827.76,-1.46
827.8,5.42
827.84,-5.21
827.88,-4.9
827.92,18.96
827.96,11.98
828.0,8.23
828.04,21.04
828.08,7.5
828.12,1.25
828.16,16.98
828.2,8.23
828.24,-6.25
828.28,3.75
828.32,2.08
828.36,-2.6
828.4,5.94
828.44,15.42
828.48,1.77
828.52,3.96
828.56,7.81
828.6,-11.77
828.64,-11.88
828.68,6.88
828.72,-3.75
828.76,-1.35
828.8,8.85
828.84,-4.06
828.88,-9.17
828.92,11.77
828.96,0.0
829.0,-6.98
829.04,7.92
829.08,0.0
829.12,-4.27
829.16,12.08
829.2,5.94
829.24,-4.38
829.28,9.27
829.32,1.04
829.36,-5.21
829.4,5.73
829.44,15.83
829.48,4.48
829.52,10.63
829.56,20.73
829.6,2.19
829.64,-2.29
829.68,1.15
829.72,-10.0
829.76,-8.96
829.8,19.48
829.84,7.71
829.88,-4.48
829.92,5.73
829.96,-5.0
830.0,-7.19
830.04,12.71
830.08,2.4
830.12,-7.71
830.16,5.94
830.2,-6.46
830.24,-9.69
830.28,3.44
830.32,-4.38
830.36,-14.06
830.4,-1.04
830.44,2.6
830.48,-10.52
830.52,-2.19
830.56,-1.56
830.6,-6.35
830.64,-4.48
830.68,9.48
830.72,-2.08
830.76,-11.25
830.8,11.15
830.84,-7.29
830.88,-18.33
830.92,-0.21
830.96,0.21
831.0,-0.52
831.04,15.83
831.08,6.56
831.12,-7.08
831.16,-5.94
831.2,-14.9
831.24,-20.52
831.28,-1.25
831.32,-5.94
831.36,-16.67
831.4,-1.35
831.44,9.79
831.48,-5.0
831.52,-11.56
831.56,-14.58
831.6,-17.4
831.64,-13.44
831.68,9.58
831.72,-5.1
831.76,-12.19
831.8,-6.77
831.84,-16.67
831.88,-21.04
831.92,2.5
831.96,-9.27
832.0,-12.92
832.04,1.35
832.08,-9.38
832.12,-12.81
832.16,9.27
832.2,6.15
832.24,-7.08
832.28,2.29
832.32,-8.96
832.36,-14.9
832.4,-1.25
832.44,0.63
832.48,-14.79
832.52,-13.02
832.56,2.6
832.6,-13.33
832.64,-17.4
832.68,4.9
832.72,-6.77
832.76,-6.15
832.8,2.92
832.84,-10.0
832.88,-15.31
832.92,9.79
832.96,-7.92
833.0,-13.33
833.04,0.94
833.08,-2.81
833.12,-8.02
833.16,12.29
833.2,-0.42
833.24,-14.38
833.28,-1.04
833.32,-8.44
833.36,-9.17
833.4,-4.27
833.44,4.06
