# The data come from Markus Meister's group from Dawna Bagherian and Kyu Lee, two grad students. They put electrodes in the retinal cells of a mouse and measured voltage. From the time trace of voltage, they can detect and characterize spiking events.
t (ms),V (uV)
1086.16,-7.19
1086.2,5.1
1086.24,5.83
1086.28,7.5
1086.32,26.56
1086.36,7.08
1086.4,-3.85
1086.44,5.21
1086.48,-6.15
1086.52,-2.08
1086.56,16.77
1086.6,7.08
1086.64,-2.4
1086.68,11.46
1086.72,0.52
1086.76,-11.56
1086.8,0.73
1086.84,0.94
1086.88,-4.69
1086.92,-2.08
1086.96,-6.25
1087.0,-5.52
1087.04,-3.96
1087.08,10.83
1087.12,-7.5
1087.16,-11.88
1087.2,-5.21
1087.24,-8.02
1087.28,-9.79
1087.32,16.25
1087.36,1.35
1087.4,-7.81
1087.44,1.35
1087.48,-7.92
1087.52,-12.6
1087.56,12.19
1087.6,0.94
1087.64,-9.27
1087.68,3.96
1087.72,-5.0
1087.76,-8.75
1087.8,6.04
1087.84,7.6
1087.88,-7.4
1087.92,-5.42
1087.96,-4.06
1088.0,-12.81
1088.04,-10.73
1088.08,-6.88
1088.12,-8.02
1088.16,-10.63
1088.2,11.67
1088.24,-2.5
1088.28,-12.08
1088.32,-2.92
1088.36,-10.52
1088.4,-13.44
1088.44,12.81
1088.48,-1.88
1088.52,-11.77
1088.56,-2.81
1088.6,-12.71
1088.64,-15.42
1088.68,2.5
1088.72,0.21
1088.76,-1.67
1088.8,8.13
1088.84,7.5
1088.88,-5.1
1088.92,3.02
1088.96,5.83
1089.0,-12.29
1089.04,-7.19
1089.08,-9.58
1089.12,-15.42
1089.16,-15.21
1089.2,13.65
1089.24,-2.5
1089.28,-11.46
1089.32,-5.0
1089.36,-13.02
1089.4,-15.1
1089.44,11.25
1089.48,-3.23
1089.52,-11.46
1089.56,2.5
1089.6,-4.48
1089.64,-10.21
1089.68,6.67
1089.72,-0.83
1089.76,-10.52
1089.8,6.15
1089.84,8.65
1089.88,-8.85
1089.92,-2.6
1089.96,-4.69
1090.0,-14.69
1090.04,-6.77
1090.08,6.56
1090.12,-10.42
1090.16,-15.94
1090.2,-13.13
1090.24,-23.75
1090.28,-27.92
1090.32,0.52
1090.36,-15.83
1090.4,-16.04
1090.44,-0.1
1090.48,-7.6
1090.52,-18.02
1090.56,1.98
1090.6,-9.27
1090.64,-18.54
1090.68,-5.63
1090.72,-10.73
1090.76,-11.98
1090.8,0.1
1090.84,15.63
1090.88,-2.08
1090.92,6.35
1090.96,1.46
1091.0,-8.65
1091.04,-10.94
1091.08,5.1
1091.12,-11.46
1091.16,-19.38
1091.2,-18.54
1091.24,-24.06
1091.28,-21.88
1091.32,6.88
1091.36,-6.04
1091.4,-9.69
1091.44,5.31
1091.48,-1.25
1091.52,-9.27
1091.56,6.46
1091.6,-4.58
1091.64,-19.27
1091.68,-10.42
1091.72,-20.1
1091.76,-18.02
1091.8,-2.81
1091.84,-2.71
1091.88,-13.65
1091.92,1.04
1091.96,6.35
1092.0,-6.46
1092.04,-5.94
1092.08,-8.33
1092.12,-17.19
1092.16,-14.27
1092.2,16.56
1092.24,-1.25
1092.28,-7.08
1092.32,2.81
1092.36,-10.1
1092.4,-15.42
1092.44,10.42
1092.48,-0.21
1092.52,-9.38
1092.56,0.0
1092.6,-5.83
1092.64,-7.4
1092.68,14.38
1092.72,9.38
1092.76,-4.27
1092.8,5.63
1092.84,10.94
1092.88,-4.9
1092.92,-1.67
1092.96,9.38
1093.0,-2.92
1093.04,0.31
1093.08,-2.5
1093.12,-11.56
1093.16,-15.31
1093.2,14.06
1093.24,-0.83
1093.28,-10.52
1093.32,-5.0
1093.36,-8.13
1093.4,-7.29
1093.44,15.42
1093.48,3.02
1093.52,-8.75
1093.56,0.63
1093.6,-10.73
1093.64,-17.6
1093.68,9.48
1093.72,6.56
1093.76,-7.6
1093.8,4.69
1093.84,-2.92
1093.88,-12.6
1093.92,2.5
1093.96,1.25
1094.0,-5.31
1094.04,1.25
1094.08,13.33
1094.12,-4.38
1094.16,-12.19
1094.2,-1.77
1094.24,-10.52
1094.28,-19.9
1094.32,7.08
1094.36,2.4
1094.4,-6.77
1094.44,4.17
1094.48,-3.02
1094.52,-9.17
1094.56,7.29
1094.6,3.85
1094.64,-12.29
1094.68,-2.81
1094.72,-3.13
1094.76,-2.08
1094.8,6.35
1094.84,21.77
1094.88,-0.52
1094.92,-3.54
1094.96,-4.06
1095.0,-7.4
1095.04,-4.06
1095.08,11.15
1095.12,-4.38
1095.16,-6.67
1095.2,0.1
1095.24,-9.06
1095.28,-8.54
1095.32,23.13
1095.36,5.63
1095.4,-7.6
1095.44,0.73
1095.48,-8.65
1095.52,-14.9
1095.56,2.81
1095.6,1.88
1095.64,-13.23
1095.68,-7.6
1095.72,-18.85
1095.76,-20.42
1095.8,-3.23
1095.84,1.98
1095.88,-8.23
1095.92,-2.92
1095.96,6.77
1096.0,-6.46
1096.04,-2.6
1096.08,-2.6
1096.12,-14.27
1096.16,-13.85
1096.2,11.25
1096.24,-1.35
1096.28,-6.88
1096.32,0.52
1096.36,-13.13
1096.4,-15.0
1096.44,7.08
1096.48,-3.96
1096.52,-8.33
1096.56,2.29
1096.6,-11.88
1096.64,-13.13
1096.68,11.04
1096.72,10.83
1096.76,-3.85
1096.8,8.23
1096.84,11.77
1096.88,-3.75
1096.92,2.6
1096.96,7.92
1097.0,-5.83
1097.04,-0.63
1097.08,0.31
1097.12,-0.83
1097.16,-0.21
1097.2,21.04
1097.24,-0.63
1097.28,-7.71
1097.32,6.46
1097.36,-2.92
1097.4,-9.79
1097.44,13.23
1097.48,-4.27
1097.52,-10.31
1097.56,2.29
1097.6,-6.46
1097.64,-9.06
1097.68,5.42
1097.72,2.81
1097.76,-5.42
1097.8,9.17
1097.84,11.98
1097.88,3.65
1097.92,13.33
1097.96,10.52
1098.0,-0.94
1098.04,0.42
1098.08,15.21
1098.12,2.71
1098.16,1.77
1098.2,0.21
1098.24,-11.98
1098.28,-7.19
1098.32,23.85
1098.36,4.38
1098.4,-8.44
1098.44,3.54
1098.48,-10.52
1098.52,-19.27
1098.56,5.83
1098.6,4.58
1098.64,-0.52
1098.68,10.73
1098.72,-1.04
1098.76,-9.27
1098.8,4.69
1098.84,3.96
1098.88,-6.67
1098.92,1.77
1098.96,8.44
1099.0,-4.38
1099.04,-3.96
1099.08,11.15
1099.12,-2.4
1099.16,-7.92
1099.2,-2.4
1099.24,-12.4
1099.28,-13.85
1099.32,8.85
1099.36,-9.9
1099.4,-19.17
1099.44,-4.17
1099.48,-12.19
1099.52,-10.94
1099.56,10.63
1099.6,0.1
1099.64,-12.19
1099.68,5.83
1099.72,0.94
1099.76,-5.52
1099.8,6.25
1099.84,11.35
1099.88,-3.44
1099.92,-1.25
1099.96,7.29
1100.0,-6.15
1100.04,-4.06
1100.08,-0.63
1100.12,-3.65
1100.16,-6.04
1100.2,14.69
1100.24,-2.08
1100.28,-10.0
1100.32,-1.56
1100.36,-8.13
1100.4,-13.13
1100.44,12.08
1100.48,0.52
1100.52,-3.44
1100.56,11.56
1100.6,2.5
1100.64,-1.04
1100.68,14.69
1100.72,10.21
1100.76,-0.94
1100.8,11.88
1100.84,11.04
1100.88,-2.6
1100.92,4.38
1100.96,11.35
1101.0,0.0
1101.04,-1.46
1101.08,-0.31
1101.12,-5.42
1101.16,-11.15
1101.2,10.52
1101.24,-4.9
1101.28,-14.06
1101.32,3.54
1101.36,2.08
1101.4,-1.88
1101.44,14.9
1101.48,0.42
1101.52,-8.54
1101.56,1.15
1101.6,-6.56
1101.64,-8.96
1101.68,7.6
1101.72,5.63
1101.76,-3.33
1101.8,4.27
1101.84,4.48
1101.88,-8.96
1101.92,1.04
1101.96,-1.98
1102.0,-5.1
1102.04,-15.63
1102.08,-8.54
1102.12,-15.83
1102.16,-10.73
1102.2,-0.1
1102.24,-8.96
1102.28,-15.83
1102.32,7.19
1102.36,-6.77
1102.4,-13.85
1102.44,-2.4
1102.48,-6.56
1102.52,-10.21
1102.56,13.33
1102.6,6.88
1102.64,-6.04
1102.68,5.42
1102.72,0.31
1102.76,-7.4
1102.8,4.58
1102.84,1.04
1102.88,-13.44
1102.92,-0.83
1102.96,12.92
1103.0,-1.04
1103.04,-2.4
1103.08,14.58
1103.12,-4.06
1103.16,-4.69
1103.2,3.23
1103.24,0.0
1103.28,-5.1
1103.32,16.35
1103.36,-2.81
1103.4,-10.83
1103.44,-0.1
1103.48,-3.23
1103.52,-9.38
1103.56,14.17
1103.6,14.9
1103.64,11.15
1103.68,15.73
1103.72,-0.52
1103.76,-11.88
1103.8,-1.56
1103.84,5.73
1103.88,-5.94
1103.92,2.08
1103.96,11.67
1104.0,-0.63
1104.04,-1.77
1104.08,0.94
1104.12,-11.35
1104.16,-13.02
1104.2,14.17
1104.24,-2.4
1104.28,-11.04
1104.32,-3.13
1104.36,-7.29
1104.4,-8.75
1104.44,13.85
1104.48,-0.42
1104.52,-6.77
1104.56,3.13
1104.6,-1.67
1104.64,-4.69
1104.68,10.31
1104.72,6.46
1104.76,-9.9
1104.8,-0.52
1104.84,3.13
1104.88,-9.58
1104.92,-0.1
1104.96,-7.71
1105.0,-14.79
1105.04,-11.67
1105.08,8.23
1105.12,-2.5
1105.16,-10.94
1105.2,15.31
1105.24,7.08
1105.28,-1.77
1105.32,3.13
1105.36,-5.21
1105.4,-7.4
1105.44,16.88
1105.48,1.98
1105.52,-8.33
1105.56,0.1
1105.6,-9.9
1105.64,-9.58
1105.68,8.65
1105.72,7.29
1105.76,-7.6
1105.8,-3.02
1105.84,2.5
1105.88,-11.15
1105.92,-5.94
1105.96,-8.96
1106.0,-13.23
1106.04,-11.04
1106.08,-2.08
1106.12,-10.21
1106.16,-12.29
1106.2,-6.25
1106.24,-11.88
1106.28,-13.33
1106.32,11.98
1106.36,-3.54
1106.4,-15.94
1106.44,-4.79
1106.48,-12.29
1106.52,-12.81
1106.56,5.31
1106.6,-3.33
1106.64,-10.42
1106.68,4.38
1106.72,-1.15
1106.76,-1.04
1106.8,18.33
1106.84,19.48
1106.88,2.71
1106.92,4.9
1106.96,12.29
1107.0,-4.79
1107.04,-4.38
1107.08,-4.9
1107.12,-1.46
1107.16,-5.94
1107.2,12.92
1107.24,-7.4
1107.28,-11.56
1107.32,14.27
1107.36,-1.25
1107.4,-12.71
1107.44,-4.69
1107.48,-13.33
1107.52,-16.35
1107.56,3.44
1107.6,-6.56
1107.64,-16.88
1107.68,-3.33
1107.72,-5.94
1107.76,-3.96
1107.8,9.79
1107.84,7.4
1107.88,1.56
1107.92,5.42
1107.96,10.83
1108.0,-5.73
1108.04,-8.33
1108.08,-5.73
1108.12,-10.63
1108.16,-6.15
1108.2,19.9
1108.24,2.5
1108.28,-2.81
1108.32,9.06
1108.36,-8.65
1108.4,-14.58
1108.44,10.94
1108.48,-2.29
1108.52,-7.6
1108.56,5.94
1108.6,-4.69
1108.64,-6.04
1108.68,12.08
1108.72,6.56
1108.76,-1.46
1108.8,8.85
1108.84,6.04
1108.88,-5.63
1108.92,2.19
1108.96,-1.98
1109.0,-10.0
1109.04,-4.69
1109.08,12.92
1109.12,-4.17
1109.16,-9.27
1109.2,13.54
1109.24,-5.1
1109.28,-7.5
1109.32,6.67
1109.36,-4.38
1109.4,-10.83
1109.44,9.79
1109.48,-4.06
1109.52,-14.38
1109.56,-1.56
1109.6,-11.56
1109.64,-15.0
1109.68,1.04
1109.72,-2.71
1109.76,-16.98
1109.8,1.77
1109.84,6.04
1109.88,-7.29
1109.92,-4.79
1109.96,-10.63
1110.0,-16.15
1110.04,-9.9
1110.08,5.83
1110.12,-6.77
1110.16,-8.96
1110.2,0.94
1110.24,-6.98
1110.28,-10.83
1110.32,13.54
1110.36,-4.27
1110.4,-13.33
1110.44,-6.98
1110.48,-17.4
1110.52,-17.5
1110.56,4.79
1110.6,-8.02
1110.64,-11.25
1110.68,3.54
1110.72,-9.17
1110.76,-12.29
1110.8,-1.25
1110.84,6.67
1110.88,-4.48
1110.92,2.08
1110.96,12.6
1111.0,-0.31
1111.04,-3.65
1111.08,-10.42
1111.12,-13.96
1111.16,-15.63
1111.2,12.4
1111.24,-4.69
1111.28,-16.46
1111.32,8.33
1111.36,-4.69
1111.4,-8.23
1111.44,2.4
1111.48,-6.35
1111.52,-4.06
1111.56,22.6
1111.6,12.6
1111.64,-4.06
1111.68,9.48
1111.72,1.98
1111.76,-1.67
1111.8,6.88
1111.84,3.96
1111.88,-9.69
1111.92,-5.83
1111.96,3.96
1112.0,-3.96
1112.04,2.19
1112.08,6.67
1112.12,0.1
1112.16,-1.98
1112.2,10.21
1112.24,-11.04
1112.28,-19.38
1112.32,-5.73
1112.36,-10.52
1112.4,-8.65
1112.44,13.23
1112.48,3.65
1112.52,0.21
1112.56,7.92
1112.6,-4.27
1112.64,-4.58
1112.68,11.04
1112.72,3.85
1112.76,-8.96
1112.8,0.73
1112.84,6.04
1112.88,-4.06
1112.92,1.35
1112.96,1.15
1113.0,-7.4
1113.04,-8.33
1113.08,8.13
1113.12,-4.79
1113.16,-8.23
1113.2,5.94
1113.24,-3.96
1113.28,-14.48
1113.32,7.19
1113.36,-5.1
1113.4,-4.69
1113.44,19.69
1113.48,1.98
1113.52,-9.27
1113.56,0.73
1113.6,-7.19
1113.64,-9.69
1113.68,5.21
1113.72,0.0
1113.76,-6.04
1113.8,6.46
1113.84,8.13
1113.88,-6.67
1113.92,-0.94
1113.96,-4.17
1114.0,-14.58
1114.04,-10.42
1114.08,7.81
1114.12,-5.83
1114.16,-11.35
1114.2,2.71
1114.24,-1.77
1114.28,-5.63
1114.32,13.96
1114.36,-1.98
1114.4,-8.65
1114.44,1.88
1114.48,-5.1
1114.52,-8.85
1114.56,8.65
1114.6,4.58
1114.64,-6.46
1114.68,4.69
1114.72,-5.42
1114.76,-5.52
1114.8,10.94
1114.84,17.19
1114.88,-1.35
1114.92,3.02
1114.96,10.63
1115.0,-3.23
1115.04,-0.63
1115.08,7.71
1115.12,1.88
1115.16,-3.54
1115.2,15.83
1115.24,-9.48
1115.28,-9.9
1115.32,23.54
1115.36,12.4
1115.4,3.96
1115.44,12.81
1115.48,-1.35
1115.52,-8.44
1115.56,10.73
1115.6,6.98
1115.64,-6.67
1115.68,7.19
1115.72,-4.38
1115.76,-10.21
1115.8,1.77
1115.84,5.1
1115.88,-7.4
1115.92,0.21
1115.96,16.56
1116.0,2.81
1116.04,-4.17
1116.08,1.25
1116.12,-6.15
1116.16,-4.79
1116.2,16.67
1116.24,-3.54
1116.28,-6.88
1116.32,3.75
1116.36,-7.5
1116.4,-9.27
1116.44,17.6
1116.48,7.29
1116.52,-2.71
1116.56,6.04
1116.6,-2.29
1116.64,-3.96
1116.68,9.38
1116.72,5.63
1116.76,-1.67
1116.8,6.04
1116.84,11.77
1116.88,-3.75
1116.92,0.63
1116.96,0.52
1117.0,-8.54
1117.04,-2.5
1117.08,15.83
1117.12,2.29
1117.16,-4.9
1117.2,4.38
1117.24,-1.56
1117.28,-0.52
1117.32,20.52
1117.36,2.29
1117.4,-7.08
1117.44,14.69
1117.48,1.88
1117.52,-7.5
1117.56,3.75
1117.6,-10.42
1117.64,-6.98
1117.68,15.42
1117.72,10.83
1117.76,-3.75
1117.8,0.63
1117.84,6.98
1117.88,0.73
1117.92,12.6
1117.96,10.0
1118.0,-1.04
1118.04,-0.52
1118.08,16.46
1118.12,-4.17
1118.16,-5.31
1118.2,2.71
1118.24,0.0
1118.28,-5.1
1118.32,16.67
1118.36,-0.83
1118.4,-5.94
1118.44,8.44
1118.48,-1.56
1118.52,-6.04
1118.56,7.4
1118.6,-5.73
1118.64,-12.29
1118.68,-3.02
1118.72,-9.38
1118.76,-9.38
1118.8,-2.19
1118.84,-0.63
1118.88,-7.81
1118.92,0.31
1118.96,12.6
1119.0,-1.04
1119.04,-3.96
1119.08,-1.77
1119.12,-7.08
1119.16,-13.02
1119.2,7.92
1119.24,-10.63
1119.28,-18.33
1119.32,-2.4
1119.36,-8.13
1119.4,-12.29
1119.44,11.77
1119.48,0.94
1119.52,-11.04
1119.56,10.52
1119.6,5.31
1119.64,-4.58
1119.68,3.44
1119.72,-5.42
1119.76,-4.48
1119.8,6.15
1119.84,10.63
1119.88,-9.79
1119.92,-6.04
1119.96,7.92
1120.0,-11.15
1120.04,-11.56
1120.08,-4.79
1120.12,-6.56
1120.16,-6.56
1120.2,10.94
1120.24,-0.31
1120.28,-6.67
1120.32,2.5
1120.36,-7.08
1120.4,-11.46
1120.44,11.25
1120.48,-3.23
1120.52,-6.46
1120.56,10.63
1120.6,2.71
1120.64,-7.6
1120.68,-0.83
1120.72,-10.83
1120.76,-12.5
1120.8,-0.42
1120.84,0.31
1120.88,-13.33
1120.92,-4.06
1120.96,-4.58
1121.0,-9.27
1121.04,-13.02
1121.08,6.35
1121.12,-4.48
1121.16,-7.29
1121.2,-0.94
1121.24,-10.52
1121.28,-5.0
1121.32,20.1
1121.36,-5.52
1121.4,-13.44
1121.44,7.71
1121.48,0.83
1121.52,-9.48
1121.56,4.58
1121.6,-3.85
1121.64,-8.96
1121.68,9.48
1121.72,3.44
1121.76,-9.27
1121.8,4.27
1121.84,9.48
1121.88,-8.75
1121.92,-5.63
1121.96,-2.4
1122.0,-9.9
1122.04,-6.56
1122.08,8.75
1122.12,-7.81
1122.16,-13.13
1122.2,-5.94
1122.24,-11.98
1122.28,-12.4
1122.32,12.4
1122.36,0.21
1122.4,-6.56
1122.44,5.0
1122.48,-7.19
1122.52,-14.27
1122.56,4.79
1122.6,0.21
1122.64,-7.81
1122.68,2.81
1122.72,-5.94
1122.76,-8.44
1122.8,-0.83
1122.84,6.15
1122.88,-6.88
1122.92,-3.33
1122.96,4.79
1123.0,-7.4
1123.04,-4.06
1123.08,9.69
1123.12,0.94
1123.16,-2.29
1123.2,18.44
1123.24,1.15
1123.28,-5.63
1123.32,5.1
1123.36,-9.17
1123.4,-16.46
1123.44,8.13
1123.48,-3.96
1123.52,-15.1
1123.56,0.94
1123.6,-3.33
1123.64,-14.06
1123.68,-1.67
1123.72,-6.98
1123.76,-17.29
1123.8,-5.31
1123.84,2.92
1123.88,-9.48
1123.92,-2.4
1123.96,6.35
1124.0,-14.48
1124.04,-20.31
1124.08,-10.42
1124.12,-15.63
1124.16,-15.0
1124.2,9.69
1124.24,-3.02
1124.28,-10.0
1124.32,0.73
1124.36,-7.29
1124.4,-5.73
1124.44,15.42
1124.48,7.81
1124.52,1.04
1124.56,12.6
1124.6,7.5
1124.64,-6.98
1124.68,4.69
1124.72,11.15
1124.76,-3.13
1124.8,1.25
1124.84,5.83
1124.88,-8.85
1124.92,-6.56
1124.96,-5.1
1125.0,-8.65
1125.04,-7.92
1125.08,12.92
1125.12,-0.31
1125.16,-5.42
1125.2,4.06
1125.24,-6.46
1125.28,-14.27
1125.32,11.56
1125.36,-1.56
1125.4,-4.69
1125.44,9.06
1125.48,0.31
1125.52,-3.96
1125.56,16.56
1125.6,10.73
1125.64,-3.33
1125.68,9.48
1125.72,9.38
1125.76,-9.06
1125.8,2.92
1125.84,7.29
1125.88,-3.75
1125.92,4.69
1125.96,3.85
1126.0,-6.98
1126.04,-11.77
1126.08,1.88
1126.12,-10.83
1126.16,-8.33
1126.2,6.88
1126.24,1.98
1126.28,-4.9
1126.32,12.19
1126.36,-4.58
1126.4,-17.19
1126.44,-3.02
1126.48,-4.38
1126.52,-3.75
1126.56,15.42
1126.6,9.38
1126.64,-1.04
1126.68,10.83
1126.72,1.04
1126.76,-9.06
1126.8,1.25
1126.84,7.19
1126.88,-3.85
1126.92,0.1
1126.96,13.75
1127.0,-2.19
1127.04,-6.56
1127.08,2.19
1127.12,-2.29
1127.16,-4.69
1127.2,18.96
1127.24,-3.96
1127.28,-10.31
1127.32,-0.52
1127.36,-9.48
1127.4,-13.02
1127.44,10.94
1127.48,0.52
1127.52,-8.54
1127.56,1.77
1127.6,-3.75
1127.64,-8.54
1127.68,6.77
1127.72,6.98
1127.76,-5.42
1127.8,0.42
1127.84,-0.83
1127.88,-16.67
1127.92,-11.56
1127.96,2.5
1128.0,-6.35
1128.04,-2.92
1128.08,6.15
1128.12,-0.63
1128.16,-6.46
1128.2,16.67
1128.24,3.23
1128.28,-9.48
1128.32,0.1
1128.36,-6.25
1128.4,-6.98
1128.44,18.96
1128.48,7.08
1128.52,-6.56
1128.56,4.06
1128.6,-5.52
1128.64,-6.04
1128.68,12.19
1128.72,11.67
1128.76,-3.13
1128.8,6.46
1128.84,11.04
1128.88,0.52
1128.92,1.35
1128.96,4.06
1129.0,1.15
1129.04,3.65
1129.08,20.73
1129.12,4.79
1129.16,-3.85
1129.2,0.42
1129.24,-5.73
1129.28,-2.71
1129.32,13.44
1129.36,-9.79
1129.4,-14.79
1129.44,4.58
1129.48,-2.29
1129.52,-3.44
1129.56,15.52
1129.6,7.5
1129.64,0.63
1129.68,15.0
1129.72,12.92
1129.76,-1.35
1129.8,4.9
1129.84,5.42
1129.88,-12.6
1129.92,-11.56
1129.96,-3.23
1130.0,-6.56
1130.04,-12.4
1130.08,9.06
1130.12,-7.08
1130.16,-8.33
1130.2,6.15
1130.24,-3.54
1130.28,-4.58
1130.32,22.92
1130.36,11.35
1130.4,-1.04
1130.44,8.33
1130.48,2.6
1130.52,-5.94
1130.56,6.46
1130.6,-1.04
1130.64,-11.88
1130.68,2.92
1130.72,-3.85
1130.76,-7.81
1130.8,-0.21
1130.84,6.35
1130.88,-6.77
1130.92,-2.81
1130.96,9.17
1131.0,-6.04
1131.04,-10.94
1131.08,-3.13
1131.12,-1.46
1131.16,-6.25
1131.2,15.83
1131.24,4.27
1131.28,-5.83
1131.32,-6.88
1131.36,-11.35
1131.4,-13.54
1131.44,10.0
1131.48,-1.98
1131.52,-8.33
1131.56,5.63
1131.6,-5.63
1131.64,-14.06
1131.68,2.29
1131.72,18.54
1131.76,-1.35
1131.8,-4.27
1131.84,-11.88
1131.88,-17.71
1131.92,-13.23
1131.96,3.33
1132.0,-7.4
1132.04,-10.83
1132.08,-2.71
1132.12,-12.4
1132.16,-10.63
1132.2,15.0
1132.24,-1.77
1132.28,-12.71
1132.32,-5.52
1132.36,-9.27
1132.4,-10.63
1132.44,11.98
1132.48,3.33
1132.52,-5.73
1132.56,0.73
1132.6,-3.02
1132.64,-1.04
1132.68,5.94
1132.72,7.6
1132.76,-3.13
1132.8,0.63
1132.84,5.0
1132.88,-7.92
1132.92,-8.96
1132.96,-11.88
1133.0,-18.33
1133.04,-11.04
1133.08,6.67
1133.12,-9.79
1133.16,-13.96
1133.2,0.42
1133.24,-2.08
1133.28,-11.98
1133.32,12.71
1133.36,-3.44
1133.4,-8.65
1133.44,8.96
1133.48,-1.46
1133.52,-5.73
1133.56,14.27
1133.6,10.1
1133.64,2.81
1133.68,14.79
1133.72,14.79
1133.76,-2.08
1133.8,5.21
1133.84,10.21
1133.88,-8.44
1133.92,-5.73
1133.96,-5.42
1134.0,-7.29
1134.04,-5.63
1134.08,11.15
1134.12,-3.02
1134.16,-12.08
1134.2,1.88
1134.24,-4.48
1134.28,-9.38
1134.32,6.88
1134.36,-10.42
1134.4,-22.08
1134.44,-14.27
1134.48,-30.42
1134.52,-29.9
1134.56,1.25
1134.6,-0.94
1134.64,-7.29
1134.68,6.98
1134.72,5.0
1134.76,-6.56
1134.8,-1.15
1134.84,-9.17
1134.88,-11.67
1134.92,-7.29
1134.96,2.29
1135.0,-11.15
1135.04,-12.08
1135.08,-5.94
1135.12,-12.19
1135.16,-10.42
1135.2,16.88
1135.24,2.81
1135.28,-9.17
1135.32,5.31
1135.36,-0.63
1135.4,0.83
1135.44,17.19
1135.48,1.77
1135.52,-10.0
1135.56,6.67
1135.6,-1.15
1135.64,-1.25
1135.68,13.65
1135.72,9.58
1135.76,-6.04
1135.8,5.63
1135.84,13.75
1135.88,1.25
1135.92,3.85
1135.96,11.46
1136.0,-6.46
1136.04,-13.33
1136.08,-8.96
1136.12,-17.08
1136.16,-20.42
1136.2,3.44
1136.24,-5.73
1136.28,-11.46
1136.32,-3.33
1136.36,-9.58
1136.4,-13.13
1136.44,7.71
1136.48,1.35
1136.52,-8.02
1136.56,5.31
1136.6,-7.4
1136.64,-10.0
1136.68,11.88
1136.72,9.48
1136.76,3.13
1136.8,11.15
1136.84,12.81
1136.88,-2.19
1136.92,0.83
1136.96,-2.29
1137.0,-2.4
1137.04,-1.35
1137.08,12.29
1137.12,-3.13
1137.16,-11.98
1137.2,-6.46
1137.24,-12.08
1137.28,-14.27
1137.32,10.52
1137.36,-4.79
1137.4,-11.88
1137.44,-3.54
1137.48,-12.08
1137.52,-11.67
1137.56,8.13
1137.6,-2.6
1137.64,-12.19
1137.68,12.4
1137.72,11.98
1137.76,0.1
1137.8,6.46
1137.84,4.9
1137.88,-8.02
1137.92,-0.94
1137.96,-1.46
1138.0,-10.83
1138.04,-14.69
1138.08,8.44
1138.12,-5.42
1138.16,-9.38
1138.2,3.23
1138.24,-6.25
1138.28,-8.44
1138.32,12.08
1138.36,-6.98
1138.4,-16.67
1138.44,1.46
1138.48,-0.73
1138.52,-11.15
1138.56,6.77
1138.6,4.38
1138.64,-4.27
1138.68,9.06
1138.72,3.23
1138.76,-10.94
1138.8,-4.38
1138.84,-6.25
1138.88,-6.98
1138.92,-4.06
1138.96,7.71
1139.0,-8.44
1139.04,-6.98
1139.08,1.35
1139.12,-7.81
1139.16,-13.54
1139.2,8.54
1139.24,-7.71
1139.28,-14.79
1139.32,-4.58
1139.36,-12.29
1139.4,-16.15
1139.44,12.08
1139.48,0.83
1139.52,-33.75
1139.56,-49.17
1139.6,-71.77
1139.64,-77.19
1139.68,-47.81
1139.72,-29.38
1139.76,-28.44
1139.8,-8.75
1139.84,7.19
1139.88,-8.75
1139.92,-7.19
1139.96,6.56
1140.0,-5.94
1140.04,-3.13
1140.08,4.9
1140.12,0.63
1140.16,2.71
1140.2,26.25
1140.24,10.73
1140.28,2.81
1140.32,15.42
1140.36,3.75
1140.4,1.88
1140.44,24.38
1140.48,13.44
1140.52,0.1
1140.56,8.85
1140.6,-1.98
1140.64,-7.81
1140.68,7.29
1140.72,7.4
1140.76,-2.81
1140.8,2.5
1140.84,12.71
1140.88,0.42
1140.92,4.48
1140.96,1.46
1141.0,-13.13
1141.04,-13.85
1141.08,10.21
1141.12,-4.48
1141.16,-5.52
1141.2,8.44
1141.24,1.15
1141.28,-5.73
1141.32,11.25
1141.36,-4.38
1141.4,-12.71
1141.44,-5.0
1141.48,-16.67
1141.52,-19.9
1141.56,-6.35
1141.6,-8.54
1141.64,-17.6
1141.68,-1.88
1141.72,1.67
1141.76,-11.77
1141.8,-3.96
1141.84,-4.9
1141.88,-5.83
1141.92,0.0
1141.96,9.58
1142.0,-8.33
1142.04,-1.88
1142.08,15.31
1142.12,-2.6
1142.16,-11.46
1142.2,-1.35
1142.24,-7.81
1142.28,-14.58
1142.32,9.38
1142.36,-2.6
1142.4,-9.38
1142.44,-2.29
1142.48,-16.15
1142.52,-20.52
1142.56,-3.96
1142.6,-5.94
1142.64,-14.58
1142.68,-5.42
1142.72,-1.67
1142.76,-14.27
1142.8,-3.33
1142.84,-2.71
1142.88,-4.38
1142.92,3.54
1142.96,14.17
1143.0,-7.08
1143.04,-12.08
1143.08,3.96
1143.12,-1.67
1143.16,-8.65
1143.2,14.27
1143.24,-2.4
1143.28,-13.65
1143.32,1.25
1143.36,-6.67
1143.4,-13.44
1143.44,10.31
1143.48,1.98
1143.52,-4.48
1143.56,9.69
1143.6,4.48
1143.64,-2.92
1143.68,14.69
1143.72,14.38
1143.76,1.35
1143.8,6.98
1143.84,13.13
1143.88,-2.29
1143.92,2.08
1143.96,4.48
1144.0,-2.71
